account_id,out_degree,in_degree,total_sent,total_received,tx_count_60s,unique_receivers,unique_senders,neighbor_risk_ratio,two_hop_risk,flow_ratio,burst_ratio,degree_ratio,label
4498596578,0,1,0.0,27651.712656765565,0,0,1,0.0,0.0,0.0,0.0,1,0
7711304271,1,0,2681.9457518192976,0.0,1,1,0,0.0,0.0,2681.9457518192976,1.0,2,0
2451874011,0,1,0.0,2681.9457518192976,0,0,1,0.0,0.0,0.0,0.0,1,0
1604485677,1,0,8715.642601319905,0.0,1,1,0,0.0,0.0,8715.642601319905,1.0,2,0
4727699208,0,1,0.0,8715.642601319905,0,0,1,0.0,0.0,0.0,0.0,1,0
9059301099,1,3,700.0,17496.00585688778,1,1,2,0.3333333333333333,1.0,0.04000913155412702,1.0,0,1
5262790133,1,0,437.2526501199382,0.0,1,1,0,0.5,0.0,437.2526501199382,1.0,2,0
7708979254,0,2,0.0,937.2526501199382,0,0,2,0.25,0.0,0.0,0.0,0,1
6307900258,1,0,1136.4657108767815,0.0,1,1,0,0.0,0.0,1136.4657108767815,1.0,2,0
2688676847,0,1,0.0,1136.4657108767815,0,0,1,0.0,0.0,0.0,0.0,1,0
2450448709,1,0,9100.004738189211,0.0,1,1,0,0.0,0.0,9100.004738189211,1.0,2,0
3061704875,0,1,0.0,9100.004738189211,0,0,1,0.0,0.0,0.0,0.0,1,0
9941194188,2,0,41508.37207338198,0.0,2,1,0,0.5,0.0,41508.37207338198,1.0,3,0
5464175275,1,0,3018.15109100046,0.0,1,1,0,0.0,0.0,3018.15109100046,1.0,2,0
7581615865,0,1,0.0,3018.15109100046,0,0,1,0.0,0.0,0.0,0.0,1,0
3300785782,1,0,921.5534666289649,0.0,1,1,0,0.0,0.0,921.5534666289649,1.0,2,0
8293391480,0,1,0.0,921.5534666289649,0,0,1,0.0,0.0,0.0,0.0,1,0
4975393053,1,0,14141.748715954554,0.0,1,1,0,0.0,0.0,14141.748715954554,1.0,2,0
608997915,0,1,0.0,14141.748715954554,0,0,1,0.0,0.0,0.0,0.0,1,0
283280424,1,0,2942.647612312523,0.0,1,1,0,0.0,0.0,2942.647612312523,1.0,2,0
4122102510,0,1,0.0,2942.647612312523,0,0,1,0.0,0.0,0.0,0.0,1,0
1667716246,1,0,8261.131764993816,0.0,1,1,0,0.0,0.0,8261.131764993816,1.0,2,0
6441818635,0,1,0.0,8261.131764993816,0,0,1,0.0,0.0,0.0,0.0,1,0
4804619152,2,1,9264.736337533983,700.0,2,2,1,0.3333333333333333,1.0,13.235337625048547,1.0,3,1
6176317543,2,1,2181.4330854271752,500.0,2,2,1,0.5,0.6666666666666666,4.362866170854351,1.0,3,1
8241405397,1,2,700.0,1881.4330854271752,1,1,2,0.5,0.5,0.3720568142560683,1.0,1,1
9921560807,1,0,2116.0838349751807,0.0,1,1,0,0.0,0.0,2116.0838349751807,1.0,2,0
7467880755,0,1,0.0,2116.0838349751807,0,0,1,0.0,0.0,0.0,0.0,1,0
804519509,0,1,0.0,6069.233107442915,0,0,1,0.0,0.0,0.0,0.0,1,0
7450979302,0,3,0.0,4331.382007733886,0,0,3,0.5,0.0,0.0,0.0,0,1
539802231,1,0,240.8071886609223,0.0,1,1,0,0.0,0.0,240.8071886609223,1.0,2,0
3179215472,0,1,0.0,240.8071886609223,0,0,1,0.0,0.0,0.0,0.0,1,0
1584271198,1,0,621.1123652060307,0.0,1,1,0,0.0,0.0,621.1123652060307,1.0,2,0
1934689485,0,1,0.0,621.1123652060307,0,0,1,0.0,0.0,0.0,0.0,1,0
1630883469,2,0,22594.968599035907,0.0,2,1,0,0.0,0.0,22594.968599035907,1.0,3,0
5016065737,1,0,11699.941224036233,0.0,1,1,0,0.0,0.0,11699.941224036233,1.0,2,0
6301402873,0,1,0.0,11699.941224036233,0,0,1,0.0,0.0,0.0,0.0,1,0
5006452737,0,1,0.0,4225.539570277683,0,0,1,0.0,0.0,0.0,0.0,1,0
7438507951,1,0,18947.719613791203,0.0,1,1,0,0.0,0.0,18947.719613791203,1.0,2,0
674564051,0,1,0.0,14192.749307499918,0,0,1,0.0,0.0,0.0,0.0,1,0
5028204460,1,0,6225.834975725494,0.0,1,1,0,0.0,0.0,6225.834975725494,1.0,2,0
3358200698,0,1,0.0,6225.834975725494,0,0,1,0.0,0.0,0.0,0.0,1,0
4326633137,1,0,20288.019081709117,0.0,1,1,0,0.5,0.0,20288.019081709117,1.0,2,0
3114502972,0,2,0.0,20788.019081709117,0,0,2,0.25,0.0,0.0,0.0,0,1
600224003,1,0,3239.9059354754477,0.0,1,1,0,0.0,0.0,3239.9059354754477,1.0,2,0
3074091941,0,1,0.0,3239.9059354754477,0,0,1,0.0,0.0,0.0,0.0,1,0
4777404343,1,0,2302.1174400376767,0.0,1,1,0,0.0,0.0,2302.1174400376767,1.0,2,0
1323718593,0,1,0.0,2302.1174400376767,0,0,1,0.0,0.0,0.0,0.0,1,0
3540529623,0,3,0.0,27891.594652076943,0,0,1,0.0,0.0,0.0,0.0,0,0
2806625410,1,0,8187.270452356127,0.0,1,1,0,0.0,0.0,8187.270452356127,1.0,2,0
2102474519,0,1,0.0,8187.270452356127,0,0,1,0.0,0.0,0.0,0.0,1,0
5576849137,1,0,84.85152660827698,0.0,1,1,0,0.0,0.0,84.85152660827698,1.0,2,0
9860188650,0,1,0.0,84.85152660827698,0,0,1,0.0,0.0,0.0,0.0,1,0
3799080345,2,1,1523.9352972087922,1000.0,2,2,1,0.3333333333333333,1.0,1.5239352972087923,1.0,3,1
9483784761,0,1,0.0,523.9352972087922,0,0,1,0.5,0.0,0.0,0.0,1,0
2582573162,1,0,189.44282538164185,0.0,1,1,0,0.5,1.0,189.44282538164185,1.0,2,0
2196511176,1,2,1000.0,1189.4428253816418,1,1,2,0.3333333333333333,0.0,0.8407297758756436,1.0,1,1
4121839534,2,0,2896.969847070847,0.0,2,2,0,0.0,0.0,2896.969847070847,1.0,3,0
2331522463,0,1,0.0,2574.2252597287525,0,0,1,0.0,0.0,0.0,0.0,1,0
5027320484,1,0,1130.5118537701644,0.0,1,1,0,0.0,0.0,1130.5118537701644,1.0,2,0
2329855233,0,1,0.0,1130.5118537701644,0,0,1,0.0,0.0,0.0,0.0,1,0
9114804496,1,0,1143.1632117053512,0.0,1,1,0,0.0,0.0,1143.1632117053512,1.0,2,0
223832802,0,1,0.0,1143.1632117053512,0,0,1,0.0,0.0,0.0,0.0,1,0
9971840652,1,0,12.186090639928029,0.0,1,1,0,0.0,0.0,12.186090639928029,1.0,2,0
228160503,0,1,0.0,12.186090639928029,0,0,1,0.0,0.0,0.0,0.0,1,0
5607311289,1,0,2748.784527979438,0.0,1,1,0,0.0,0.0,2748.784527979438,1.0,2,0
6599750390,0,1,0.0,2748.784527979438,0,0,1,0.0,0.0,0.0,0.0,1,0
3659970814,1,0,18639.717429381304,0.0,1,1,0,0.5,1.0,18639.717429381304,1.0,2,0
1087195568,1,0,48.35602491133563,0.0,1,1,0,0.0,0.0,48.35602491133563,1.0,2,0
9950541310,0,1,0.0,48.35602491133563,0,0,1,0.0,0.0,0.0,0.0,1,0
9390133059,1,0,1177.2883433905786,0.0,1,1,0,0.0,0.0,1177.2883433905786,1.0,2,0
1750168908,0,1,0.0,1177.2883433905786,0,0,1,0.0,0.0,0.0,0.0,1,0
8543292650,2,0,1115.9266129669247,0.0,2,2,0,0.25,1.0,1115.9266129669247,1.0,3,0
5687550863,0,1,0.0,319.8657592123189,0,0,1,0.0,0.0,0.0,0.0,1,0
6566598426,1,0,5210.093630336456,0.0,1,1,0,0.0,0.0,5210.093630336456,1.0,2,0
1850298015,0,1,0.0,5210.093630336456,0,0,1,0.0,0.0,0.0,0.0,1,0
4794239383,1,0,245.14910589342293,0.0,1,1,0,0.0,0.0,245.14910589342293,1.0,2,0
9912627676,0,1,0.0,245.14910589342293,0,0,1,0.0,0.0,0.0,0.0,1,0
7849241516,1,1,7143.759125805873,1000.0,1,1,1,0.25,0.0,7.143759125805873,1.0,2,1
3704842202,1,0,1245.3792599248577,0.0,1,1,0,0.0,0.0,1245.3792599248577,1.0,2,0
4571776362,0,1,0.0,1245.3792599248577,0,0,1,0.0,0.0,0.0,0.0,1,0
7144452110,1,1,241.70627000488042,500.0,1,1,1,0.25,0.0,0.48341254000976086,1.0,2,1
7624614525,0,1,0.0,241.70627000488042,0,0,1,0.5,0.0,0.0,0.0,1,0
5276618736,1,0,6113.907748002316,0.0,1,1,0,0.5,1.0,6113.907748002316,1.0,2,0
1758305731,1,0,4340.559613111408,0.0,1,1,0,0.0,0.0,4340.559613111408,1.0,2,0
2712343473,0,1,0.0,4340.559613111408,0,0,1,0.0,0.0,0.0,0.0,1,0
7700588772,3,1,13769.333800210552,700.0,3,2,1,0.3333333333333333,1.0,19.670476857443646,1.0,4,1
4959470648,0,1,0.0,8183.784726304485,0,0,1,0.0,0.0,0.0,0.0,1,0
6176940453,1,0,1679.413142959303,0.0,1,1,0,0.0,0.0,1679.413142959303,1.0,2,0
9986297616,0,1,0.0,1679.413142959303,0,0,1,0.0,0.0,0.0,0.0,1,0
8785037379,0,1,0.0,8341.71819378222,0,0,1,0.0,0.0,0.0,0.0,1,0
9053053995,1,0,5669.478460617226,0.0,1,1,0,0.0,0.0,5669.478460617226,1.0,2,0
1601920823,1,1,2482.802323660291,1000.0,1,1,1,0.25,0.0,2.4828023236602914,1.0,2,1
3119408271,0,1,0.0,2482.802323660291,0,0,1,0.5,0.0,0.0,0.0,1,0
7739934912,1,0,166.87555289861658,0.0,1,1,0,0.0,0.0,166.87555289861658,1.0,2,0
9005303200,0,1,0.0,166.87555289861658,0,0,1,0.0,0.0,0.0,0.0,1,0
3090819765,1,0,5158.184283269405,0.0,1,1,0,0.0,0.0,5158.184283269405,1.0,2,0
3248814819,0,1,0.0,5158.184283269405,0,0,1,0.0,0.0,0.0,0.0,1,0
8825384768,1,0,2577.1032570402886,0.0,1,1,0,0.0,0.0,2577.1032570402886,1.0,2,0
7332120767,0,1,0.0,2577.1032570402886,0,0,1,0.0,0.0,0.0,0.0,1,0
648385159,1,0,1798.2577223491842,0.0,1,1,0,0.0,0.0,1798.2577223491842,1.0,2,0
9359330538,0,1,0.0,1798.2577223491842,0,0,1,0.0,0.0,0.0,0.0,1,0
7333920669,1,0,11492.804768330667,0.0,1,1,0,0.0,0.0,11492.804768330667,1.0,2,0
6955344555,0,1,0.0,11492.804768330667,0,0,1,0.0,0.0,0.0,0.0,1,0
9813599732,1,0,428.5504534268305,0.0,1,1,0,0.5,0.0,428.5504534268305,1.0,2,0
492319715,0,2,0.0,928.5504534268305,0,0,2,0.25,0.0,0.0,0.0,0,1
3559090340,0,1,0.0,11116.069552076342,0,0,1,0.0,0.0,0.0,0.0,1,0
9045243923,2,0,12199.776978111351,0.0,2,2,0,0.25,0.5,12199.776978111351,1.0,3,1
6642761979,0,1,0.0,11199.776978111351,0,0,1,0.5,0.0,0.0,0.0,1,0
5392755044,1,0,3606.5573060173947,0.0,1,1,0,0.0,0.0,3606.5573060173947,1.0,2,0
1591240989,1,0,2600.2304781519874,0.0,1,1,0,0.0,0.0,2600.2304781519874,1.0,2,0
5631986688,0,1,0.0,2600.2304781519874,0,0,1,0.0,0.0,0.0,0.0,1,0
9544431251,1,0,1889.3263025816864,0.0,1,1,0,0.0,0.0,1889.3263025816864,1.0,2,0
9029221399,0,1,0.0,1889.3263025816864,0,0,1,0.0,0.0,0.0,0.0,1,0
270412504,1,0,1432.1876573531283,0.0,1,1,0,0.0,0.0,1432.1876573531283,1.0,2,0
3038508895,0,1,0.0,1432.1876573531283,0,0,1,0.0,0.0,0.0,0.0,1,0
6907410080,1,0,290.7727762752517,0.0,1,1,0,0.0,0.0,290.7727762752517,1.0,2,0
2816543942,0,1,0.0,290.7727762752517,0,0,1,0.0,0.0,0.0,0.0,1,0
4895071896,1,0,972.7337020546212,0.0,1,1,0,0.0,0.0,972.7337020546212,1.0,2,0
3408749958,0,1,0.0,972.7337020546212,0,0,1,0.0,0.0,0.0,0.0,1,0
7472250515,1,2,1310.9883760940072,2000.0,1,1,2,0.3333333333333333,0.0,0.6554941880470037,1.0,1,1
6582957966,0,1,0.0,1310.9883760940072,0,0,1,0.5,0.0,0.0,0.0,1,0
6009985803,1,0,13750.470596092344,0.0,1,1,0,0.0,0.0,13750.470596092344,1.0,2,0
7126767127,0,1,0.0,13750.470596092344,0,0,1,0.0,0.0,0.0,0.0,1,0
5906035370,1,0,12810.381979767806,0.0,1,1,0,0.5,1.0,12810.381979767806,1.0,2,0
8709432505,1,0,1946.0925412026804,0.0,1,1,0,0.0,0.0,1946.0925412026804,1.0,2,0
3969995853,0,1,0.0,1946.0925412026804,0,0,1,0.0,0.0,0.0,0.0,1,0
5169941082,1,0,7132.006517802595,0.0,1,1,0,0.0,0.0,7132.006517802595,1.0,2,0
7514676765,0,1,0.0,7132.006517802595,0,0,1,0.0,0.0,0.0,0.0,1,0
2295019842,1,0,230.54333872066752,0.0,1,1,0,0.0,0.0,230.54333872066752,1.0,2,0
9677171534,0,1,0.0,230.54333872066752,0,0,1,0.0,0.0,0.0,0.0,1,0
5038354427,1,0,2343.125044855241,0.0,1,1,0,0.0,0.0,2343.125044855241,1.0,2,0
436157946,0,1,0.0,2343.125044855241,0,0,1,0.0,0.0,0.0,0.0,1,0
3943914030,0,1,0.0,6838.870691869281,0,0,1,0.0,0.0,0.0,0.0,1,0
602348327,1,0,7447.610646662893,0.0,1,1,0,0.0,0.0,7447.610646662893,1.0,2,0
4109275762,1,0,16616.028102791362,0.0,1,1,0,0.0,0.0,16616.028102791362,1.0,2,0
9776245941,0,1,0.0,16616.028102791362,0,0,1,0.0,0.0,0.0,0.0,1,0
6123832547,1,0,2627.2440375734905,0.0,1,1,0,0.0,0.0,2627.2440375734905,1.0,2,0
7717488272,0,1,0.0,2627.2440375734905,0,0,1,0.0,0.0,0.0,0.0,1,0
1675218057,0,2,0.0,15483.524446007967,0,0,1,0.0,0.0,0.0,0.0,0,0
4463810338,1,0,5245.850043383487,0.0,1,1,0,0.0,0.0,5245.850043383487,1.0,2,0
8650898621,0,1,0.0,5245.850043383487,0,0,1,0.0,0.0,0.0,0.0,1,0
3851728451,1,0,509.14806810672064,0.0,1,1,0,0.0,0.0,509.14806810672064,1.0,2,0
3250377172,0,1,0.0,509.14806810672064,0,0,1,0.0,0.0,0.0,0.0,1,0
5011473749,1,0,19493.6811430648,0.0,1,1,0,0.0,0.0,19493.6811430648,1.0,2,0
7048064365,1,0,5860.433343782928,0.0,1,1,0,0.5,1.0,5860.433343782928,1.0,2,0
4891593500,5,1,2500.0,5860.433343782928,5,5,1,0.4166666666666667,0.25,0.42658961434176845,1.0,6,1
6908837384,1,0,3864.9575543232513,0.0,1,1,0,0.0,0.0,3864.9575543232513,1.0,2,0
3996644993,0,1,0.0,3864.9575543232513,0,0,1,0.0,0.0,0.0,0.0,1,0
2826317502,2,0,9731.593288177493,0.0,2,1,0,0.0,0.0,9731.593288177493,1.0,3,0
3241181026,1,0,1385.8931431943906,0.0,1,1,0,0.0,0.0,1385.8931431943906,1.0,2,0
6494203450,0,1,0.0,1385.8931431943906,0,0,1,0.0,0.0,0.0,0.0,1,0
3360176026,2,1,2134.2574351950348,700.0,2,2,1,0.3333333333333333,1.0,3.048939193135764,1.0,3,1
8811539711,0,1,0.0,1434.2574351950348,0,0,1,0.5,0.0,0.0,0.0,1,0
2465841512,1,0,3477.625466587581,0.0,1,1,0,0.0,0.0,3477.625466587581,1.0,2,0
428091371,0,1,0.0,3477.625466587581,0,0,1,0.0,0.0,0.0,0.0,1,0
6717960462,1,0,849.5701223184714,0.0,1,1,0,0.0,0.0,849.5701223184714,1.0,2,0
2263617111,0,1,0.0,849.5701223184714,0,0,1,0.0,0.0,0.0,0.0,1,0
4408502490,1,0,11908.084882070749,0.0,1,1,0,0.0,0.0,11908.084882070749,1.0,2,0
7066136075,0,1,0.0,11908.084882070749,0,0,1,0.0,0.0,0.0,0.0,1,0
7423492101,2,0,21820.944489246547,0.0,2,1,0,0.5,1.0,21820.944489246547,1.0,3,0
6825452782,0,1,0.0,107.95846276438677,0,0,1,0.0,0.0,0.0,0.0,1,0
5804227223,2,1,2883.5924610736975,500.0,2,2,1,0.3333333333333333,0.0,5.767184922147395,1.0,3,1
7047814082,0,1,0.0,1824.5444344741675,0,0,1,0.5,0.0,0.0,0.0,1,0
5851883842,1,0,989.1170766350483,0.0,1,1,0,0.5,1.0,989.1170766350483,1.0,2,0
6260073007,1,3,700.0,2689.1170766350483,1,1,3,0.375,1.0,0.26030848789816374,1.0,0,1
8925130468,2,0,25419.784201373383,0.0,2,1,0,0.0,0.0,25419.784201373383,1.0,3,0
3332341727,1,0,1822.8332061178257,0.0,1,1,0,0.5,1.0,1822.8332061178257,1.0,2,0
